id,POI/street
12760,trevista residence/jl . cipunegara raya
12761,/jln . williem pas coffee
12762,/
12763,villa kelapa/
12764,/icha mel shop
12765,/kios joyo
12766,/
12767,/
12768,/kel .
12769,/
12770,/
12771,/
12772,/kedungrejo jl . dusun kanda
12773,purb i/
12774,/jer x kel . medan
12775,/sun raya dal 289 raya sei sungai raya
12776,pada atas/pasirlayung
12777,/keseh raya
12778,timur kel ./rawa sari barat
12779,/keny negara
12780,pertamini tanggu/
12781,/ploso timur x 136
12782,duri kosambi duri/cen raya
12783,/kup panjaan iv dr . soetomo rw
12784,/
12785,titisan raya suka/no 145
12786,/
12787,/gg .
12788,taman mini/kel . cipayung
12789,/gatot subr gget com
12790,mamp prap xviii/
12791,/braga citywalk - f102 jl . braga
12792,/palm spring ada plakat
12793,/war mama ica
12794,/
12795,/
12796,/ahmad yani
12797,/
12798,/
12799,/kedungturi ki jati no
12800,/kel .
12801,/tanjung
12802,"/jl . a. yani km 19,800"
12803,/rama collec
12804,/
12805,/
12806,/jl . nangka kav .
12807,/sum sari gg .
12808,/gang kecil
12809,/kuta baru
12810,/kel . coblong
12811,/
12812,/md nurul ikh raya
12813,/uma canggu jl . pantai batu mejan .
12814,/kra lon
12815,/amran tay pulubala
12816,toko hokky/
12817,/dar 15 lawangan
12818,/
12819,/brahma vih arama buddhist monas
12820,/
12821,/kendu no umi fauziah
12822,/warung maad
12823,/ud cipta karya
12824,/ram madura nusa
12825,/seduri raya gajah mada
12826,/
12827,/pon mawar
12828,/hara baru market .
12829,/kel hijau iv
12830,/kabel atas
12831,/ibu kado kemantan
12832,/bree jln
12833,/kedaung pamulang
12834,/pasar baru kel .
12835,/dok cipto mang
12836,/kel . kiaracondong
12837,/pro alang laweh
12838,profe a./
12839,/
12840,sent percet/
12841,/
12842,pengadegan pan sela/
12843,/nga cell
12844,/janur kuning residence
12845,/
12846,pangkalan jati/
12847,/
12848,/jl . makam banjar
12849,/adi suma
12850,/jl . mandor demong
12851,/alan beng
12852,/bensin pertamax
12853,/arva kunci
12854,/king elektr
12855,/gg . sema jawa
12856,tukad bal renon/
12857,saigon gg . abu m/
12858,/pt . surya karya
12859,/
12860,/ahmad yani
12861,/
12862,/man dua raya 12
12863,/al - qu ar -
12864,/
12865,/raya setu kel .
12866,/kel . cira
12867,daan mogot/
12868,/dr . lat
12869,/
12870,/
12871,/ran 68
12872,/
12873,/
12874,/
12875,/bandungrejo mulyo
12876,/jl . taman surya
12877,/sen - citeu
12878,/gg . tsa sukabumi utara
12879,/gado gado cak mat rang
12880,/warung
12881,/raya jomb
12882,/
12883,/firli raya
12884,/mas nurul huda
12885,/
12886,prestasi logi/
12887,/
12888,/
12889,/
12890,/tpq bai mutt
12891,/bina bakery bas rahmat
12892,/bakti jaya
12893,/vidhy gym
12894,/inp iii larangan
12895,/jl . abiasa
12896,/
12897,toko kr/tejoagung
12898,taman ciharendong/
12899,/bint raya
12900,/jl . sersan mesrul kel . gladak
12901,/warung no .
12902,/ked taru
12903,salsa cell/
12904,/jl.yos sudarso
12905,/jl . raya
12906,/
12907,/umi irah
12908,pon adel/
12909,/
12910,/ud . duki
12911,/pt tri graha
12912,/bpbd kabupaten kayong
12913,/
12914,/gang pan kel .
12915,/bougen raya
12916,/
12917,/gg . 1
12918,/kesawan kodim
12919,tond raya/
12920,/
12921,perusa daerah/air minum
12922,/
12923,/kra senti gang mes
12924,/pulo barat
12925,/
12926,/pt aj cent grup mutiara
12927,/ren ps3 jalan
12928,tugu meriam/
12929,( upu )/katangka jl . pall lor
12930,tomang rawa/
12931,toko buku/
12932,/pt mirambi energi
12933,/jl . tem bubutan
12934,mas bai um mb2 buka/gang masuk
12935,/
12936,/gegerbitung indra ibrahin
12937,/madiun jl pahlawan no madiun jawa timur indonesia
12938,sukorejo angg/
12939,/perto glo
12940,/
12941,/jatimakmur masjid al
12942,/
12943,/
12944,al mujah/
12945,/war makan bu mukay
12946,/jl pondok cabe raya
12947,/
12948,/jend sudi medan baru
12949,kopi janji/jl . karang anyar
12950,/advo legal
12951,/mts negeri 1
12952,/
12953,taman wisata/
12954,taman pendidikan/
12955,"/raya sump ,"
12956,dupak rukun/
12957,/dr wahi no
12958,kebon asri/
12959,/hj . iswatun
12960,/ngagel jl . bung
12961,/mutiara tek hal cijeruk
12962,/gaj mung 69
12963,/pati karanganyar
12964,/pesayangan jl . raya
12965,/
12966,/
12967,/gg . h. abd
12968,/pedurenan sak
12969,/gg . bumi ayu
12970,/
12971,/bukit sangkal resi
12972,tebet barat/
12973,/
12974,/belawan i
12975,/ahmad yani
12976,timur iv 121/
12977,/kel sawit vii
12978,/berkah ter
12979,/bag .
12980,/
12981,/warung mamih
12982,/jl . siun no
12983,pangkalan satu/gpdi jem
12984,/sekip aur 772 30114
12985,/gunung ampo rt
12986,/
12987,/senen
12988,/
12989,/benda baru
12990,toko yanti/
12991,/gg . iv
12992,/bukit golf utara
12993,/gg . muti
12994,toko rida/
12995,/
12996,/bay pusdikl paku
12997,/mie mon sura
12998,sekayu- ling/sanga desa
12999,sukadanau kantor/
13000,/
13001,/ten iii
13002,/
13003,/
13004,/
13005,/
13006,/gg . damai
13007,/balai rak
13008,mon geudong/merd barat
13009,/
13010,telu ds.temboro/
13011,/ramin raya
13012,/lov baby
13013,a1716 jl bangka raya no/marbella kemang
13014,/johar baru gg
13015,/riska mela
13016,/sep raya sla riy
13017,/
13018,/mas yapem tarusan
13019,/morning bak
13020,/bisma raya tanjung
13021,/gang 9
13022,/
13023,/dok wahi
13024,toko lancar/cab mak
13025,/apel raya
13026,/pln rayon garut
13027,pel ter indah/raya nanj
13028,/batu bolon
13029,/kel .
13030,/
13031,/
13032,/ra v
13033,/son i
13034,/
13035,/
13036,/raya leu 70
13037,/kauman kelud
13038,/gg . cer no
13039,/
13040,/aja antique furni
13041,/wonogiri raya
13042,/gir - giri
13043,/del tuban
13044,/
13045,/pluit
13046,/bengkel las aurel
13047,/
13048,/kerobokan kelod
13049,mart anduo/
13050,komplek dittopad/
13051,pedurungan kidul/
13052,/
13053,amore map/cv giri
13054,/jl bonto mannuruki makassar
13055,/kapal raya
13056,/sela
13057,/
13058,/gg . h.
13059,/pt . ksb indonesia jl . timor no.1
13060,/ram madura
13061,/ida putri
13062,/majap raya
13063,/simo
13064,/
13065,/
13066,/mangga dua squ lt . lg gun sah ancol pademangan
13067,/
13068,/monjok barat gg . mawar
13069,/
13070,/randulawang dopl
13071,toko&bengkel barokah/
13072,/bor raya 89
13073,/raya panyingkiran tk .
13074,panaragan panar/
13075,/raya dol - nge dolopo
13076,/plaza bintaro . bintaro utama pd .
13077,/cemp baru kel .
13078,/perum mand kel .
13079,/
13080,/warung menteng kolo
13081,ziera cell/
13082,/kejapanan mla
13083,/ser
13084,/
13085,/alfa motor ist
13086,/gg . mel sukasari
13087,/gun hejo rongga
13088,/kel . bogor
13089,timur medan/
13090,/
13091,teluk pucung kluet/
13092,kanaya cell/
13093,/
13094,toko duta/raden intan
13095,/
13096,/
13097,toko men/
13098,singo 2/
13099,/
13100,sawojajar danau/
13101,/
13102,/jl kud 20 karanganyar
13103,/fif group banda dr . mohd .
13104,/nasi 14
13105,perum taman/kel .
13106,tanj sari/
13107,/ngag 15
13108,/nusan raya
13109,pusat grosir/mas mans kampung bali
13110,/wangurer timur raya
13111,/jawa ent
13112,/
13113,/
13114,tera iii cikarang/
13115,/
13116,/kel .
13117,/tah hong
13118,/aren jaya raya 255 bekasi
13119,/gg . sawo
13120,/kelurahan tanjung iman
13121,/
13122,/kelurahan nanggewer
13123,/warung bah ewon
13124,/bunga ban 9
13125,/ten raya
13126,/gang lempuyangan
13127,/mas at tau balikpapan
13128,/kar asem xii
13129,/zebra ten
13130,/dywan gor klam
13131,/raya balen no
13132,/
13133,/sud w
13134,/gang derm
13135,/
13136,puc adi v/
13137,/kol . sugiono
13138,per no/perum jaya
13139,/
13140,/gg . bina
13141,/warung tinggi
13142,/parung par bogor
13143,/mulyorejo rawi
13144,pasar rumput/lt .
13145,/kua kec . limo
13146,/
13147,/jomas meruya utara
13148,/fas cof tea kopi samp
13149,/
13150,/
13151,/panarung
13152,/
13153,/
13154,/kel .
13155,/gg . mawar 8
13156,/jl . katapang andir
13157,/dk . menan vib
13158,/kapuk muara
13159,/per prima hara
13160,/pohkecik gg . iii
13161,tambun selatan/warung ibu sar
13162,/gun cere
13163,/angke barat
13164,/banjarwangunan raya
13165,perumahan golden/
13166,/caka iii
13167,kend barat/
13168,/
13169,/maleo iv
13170,"puri kel . denpasar/raya pupu ,"
13171,/jatimulya dip
13172,p. batur/raya shoes
13173,teluknaga kamp/
13174,/
13175,/
13176,/ban ii
13177,/
13178,/persa cinere
13179,/gg . de shi papanggo tanjung
13180,sedan raya sedan/
13181,/komplek banjarbaru asri jl . beka 2
13182,panji mas wisata/
13183,smp neg/
13184,/
13185,/
13186,/cas raya
13187,/danau mani persa catur
13188,/graha inanta
13189,/kra pu dal
13190,/g ans
13191,/pt wings air ile mandiri
13192,/kan desa pelem
13193,pisanagan lama/gadung .
13194,/
13195,/
13196,ppp ntb/jln majapahit no
13197,taman baleendah/
13198,/
13199,/suka
13200,/pasirkuda kayu
13201,/
13202,/btn sabang merah
13203,/gado - gado mang gad flamb
13204,/the edge longe
13205,/
13206,/sun muara ii
13207,/rah snack dan
13208,/
13209,/gg . pesor
13210,/
13211,/
13212,pkbm arum/
13213,/sem barat no
13214,teuku cik dit 6/
13215,/bunda laundry
13216,/ahmad yani
13217,yog caturtunggal/
13218,/pt sarana surya
13219,/kolo rah
13220,/ud . novi abdi bts . sel . 1
13221,toko plastik fajar/
13222,/jatiranggon raya pabu no
13223,sun agung utara/
13224,/abdu daeng
13225,/
13226,smile family/den cosmetic kel raya
13227,- 102/a.h . nasu 280
13228,/bulusan situb -
13229,sumur bor cakung/
13230,/jl . depok indah
13231,muk koesaro biring/abdu jab
13232,taman cipi/
13233,/
13234,/karet kuningan sat 60
13235,/sunan
13236,/
13237,/
13238,perum krian/
13239,/raya dela utara gatak delanggu
13240,/lou belle dr . set
13241,/pen pasir 2
13242,/
13243,nusa indah/
13244,putat jaya/
13245,/kantor camat raya samb
13246,/gg . baru
13247,/
13248,/has asy karya
13249,toko beras/
13250,toko pak/
13251,satu digital/let s. par
13252,/sps mawar putih
13253,/dusun jembatan
13254,timur deli/tua
13255,/dan toba raya
13256,/mi swa muhamma sum dukun
13257,sepinggan praja/
13258,/ud . ninih
13259,perum agung kir/
13260,/angke angke jaya
13261,/
13262,/raya sem
13263,/nusantara seku
13264,/
13265,/kaltex busana
13266,supa jl . tim ./ps . jon karang
13267,/menteng dalam pers raya 105
13268,/jl . raya
13269,/fortuna arts
13270,timur 210/jogja ring
13271,/lautang benteng
13272,perumahan btn jor permai/
13273,/masale pen
13274,/pt jakindo perkasa jl cirendeu raya
13275,/kroman gube
13276,/biaro gadang raya
13277,/batu giok ii
13278,/gumawang may
13279,/
13280,/
13281,/bajak m.t
13282,/
13283,/
13284,/g22 cluster
13285,pegangsaan dua boule raya/
13286,/kel .
13287,/
13288,/sekip
13289,/rawa bagus
13290,/pratu sardi
13291,/kac kangkung
13292,/patar 14
13293,/
13294,/
13295,/raya singaraja-
13296,/kampung baru
13297,/tpa al muhaj sekar dah
13298,tugu selatan/gg . sepa
13299,/. sut
13300,perumahan sari/
13301,/dusun pabuaran . deket pabuaran kampung
13302,/timur
13303,/mie ayam kus pak gono
13304,/
13305,/pem ten
13306,/gg . ii
13307,/gg . mas buaran indah
13308,seko mene/
13309,/
13310,/dua bersaudara mebel
13311,/raya juwi
13312,/
13313,toko dewi/kel timur
13314,/kri todak 631 priok dermaga
13315,/
13316,/kalisari raya
13317,/indo jaya
13318,/
13319,/gg semar
13320,/jl . pinaesaan no.348
13321,/gg . h.
13322,/
13323,toko kari/
13324,/
13325,/
13326,/teru
13327,/
13328,/
13329,/raya ram 23
13330,/
13331,transmigrasi kab kutai teluk lingga/
13332,/kel . bekasi
13333,/ahmad yani
13334,/
13335,/tk dha siswa kaliga
13336,/asrama tni ad
13337,/
13338,/sidor
13339,petukangan utara/
13340,/
13341,/kes 2
13342,/cibo raya karawaci baru
13343,/kur sehat boule gad serp
13344,/mas darussalam sambung
13345,/
13346,/mayor s. l. tob
13347,/
13348,pon bambu/
13349,taman kuta/kel .
13350,/lem situ ciamis
13351,/gg . nusa
13352,/
13353,/kel . bekasi
13354,/tht fash
13355,profe dok ida bagus/man 125
13356,/
13357,/
13358,/tanjung
13359,/beng mobil
13360,/rempoa inp
13361,/bakso sari
13362,sd inp/
13363,/
13364,/
13365,tangki man besar/
13366,/
13367,/raya trow trowulan
13368,/apartmen kalibata city
13369,/gunung bahagia
13370,/raya ser no
13371,/nh vet ment raya
13372,/
13373,tahu campur/
13374,/kubis iii kebayoran baru
13375,/tiga raya
13376,/dok wahi 27
13377,/gud farm mali
13378,/vete madya neg indonesia
13379,/
13380,mekar mak/
13381,/
13382,/gg . pel
13383,toko roti/
13384,/
13385,/ajb bumipu
13386,/
13387,tanj balai/
13388,/
13389,/gara per
13390,/gub jaya ii
13391,/war nasi anggun
13392,/gg . pung
13393,/law firm
13394,/dusun 09 gunung kab .
13395,/kampung mel besar
13396,tower lantai/pt matrindo jl letjen soepeno no
13397,/
13398,/
13399,profe h.m sh 111/
13400,/war catur
13401,/lt 505 . sukapyra
13402,p. hijau/
13403,/gang raya tanjung
13404,/jati indah
13405,/
13406,/kel .
13407,/jend sudi no
13408,/mitra raya kar
13409,/
13410,/bunga merak 13
13411,/ngantru ra
13412,komplek bppt/
13413,/derk selatan 19
13414,/prof muha
13415,/ud karim
13416,/cipayung ciman
13417,darmo baru/
13418,sul ageng/
13419,/cv . nuril jaya
13420,/
13421,/raya nagre ciaro blubur
13422,/
13423,/rasa iii
13424,/alfa m131 mnso
13425,/ngadiluwih sumur pompa
13426,"/raya kalim ,"
13427,/del 9
13428,/pen raya a1 n
13429,/
13430,/sps erna prat
13431,/mas al'j i
13432,/gg 11
13433,/danau batur
13434,/
13435,/
13436,/
13437,/
13438,/kec . ciledug
13439,/
13440,/
13441,/kemang pulo
13442,/tkk negeri wangatoa
13443,/selatan kh . tho
13444,/
13445,/jupi ten sekejati buahbatu
13446,/jekan raya
13447,toko bunga/
13448,/raya pasar baru
13449,/
13450,/buana impian
13451,/raya timur sin
13452,/warung ibu
13453,/
13454,/jl kan bup sarmi sarmi
13455,/war kue ungu desa
13456,/cempaka baru letj
13457,/gulun kejuron
13458,/
13459,/let sut pare
13460,/
13461,/madu 81
13462,/kampung warung kiara
13463,/larangan indah
13464,/raya kepat no
13465,/
13466,/& doos
13467,/
13468,/
13469,/gg . jepun
13470,/
13471,/ad blok
13472,/kiara asri bumi asri
13473,/
13474,/liu lie fa
13475,/pbb pekanbaru
13476,/gereja mas injili
13477,/mangga dua raya
13478,/tanjung
13479,/nilam ii
13480,/hiu putih jekan raya
13481,/
13482,/gkj muarareja
13483,palma raya/
13484,"/bek timur ,"
13485,/mangliawan wen utara
13486,/kel .
13487,the aura/sha retreat
13488,/
13489,/man mund 99
13490,/
13491,/
13492,/gg . mel
13493,/raya pasar kebay
13494,smp negeri/
13495,/persada .
13496,/iskandar nasi
13497,/
13498,/ser zaini 3278
13499,/nik zai
13500,/kahean jl . mera
13501,/dr . dafril sp . tht jend
13502,/
13503,/danau mat i
13504,/pesan riyadus
13505,/kem viii
13506,/bro sawah iv
13507,/jend sudi
13508,/kel . ciputat
13509,/kmr cell
13510,/raya tapak ser
13511,/ud . terus jaya
13512,"/sun tiram ,"
13513,/golden swal tulungagung
13514,/
13515,/makaroni huaah
13516,/bjb tbk
13517,/dr . soetomo kup
13518,/larangan indah
13519,/jl . hbr motik komplek kel . karya
13520,/
13521,tettikengrarae pnpm perdesaan/
13522,/gand ten iii
13523,komplek berkah/belayung baru jl . tatah belayung
13524,/
13525,/haji fachr
13526,/mas baru 6
13527,/firdy butik
13528,/
13529,/bala no
13530,/bencongan indah
13531,ammar her/
13532,/
13533,/btn cabalu c6
13534,alon contong/
13535,/
13536,/laun kil raya gan no
13537,/
13538,/hj . juju
13539,/
13540,/nikma jaya
13541,podomoro city/
13542,/
13543,sd gmim/
13544,/jl . boulevard raya kec . kelapa dua .
13545,/kartini kart
13546,palmerah rockickz/
13547,/ubung
13548,sudiha cv/
13549,/bali desi
13550,/
13551,/bira 21
13552,trio serv/
13553,/
13554,/nunang antara
13555,/
13556,/
13557,/gambir baru
13558,/geri gg
13559,/ds.lubuk rukam
13560,yayasan darul/
13561,/jln kra
13562,/mts neg losarang
13563,nasi uduk/
13564,smp al -/fa tapos
13565,toko agung/
13566,tulip vii/
13567,/kapuk 2 kel .
13568,timur b/rawamangun univer
13569,/kel lawanggintung
13570,/raya cilin
13571,/
13572,/
13573,paradise resort/bay c9 jl . aria
13574,/rejosalam raya
13575,/gg . h. sirun
13576,/ken sari gang kel .
13577,/jl samu raya
13578,/polehan sad 8 blimbing
13579,/
13580,kalia mejasem/
13581,/irig bayur
13582,tb sederhana jala/
13583,/ra kartini
13584,/
13585,/ran rancamanyar baleendah
13586,/
13587,/pand 153
13588,/kemiri muka depok indah
13589,/pand 218 - 196 jeru
13590,/aup barat pasar
13591,/
13592,perumahan bhumi/
13593,/arie septiana
13594,/raya gun salak 38
13595,/
13596,"/jln cendrawasih,(tambago sdn 12"
13597,toko dewi/
13598,/ir . sut
13599,/
13600,/
13601,/kp lebak jero
13602,/angg 12
13603,bengkel las/
13604,/kop ramin 2 kel .
13605,/kapasan gemb
13606,toko vath/
13607,pematang asilum/gaul raden gunung malela
13608,/kel betiting kab gresik
13609,/jne lapangan bola
13610,/
13611,al fit/
13612,/ahmad yani
13613,/raja timur dungus kel .
13614,/hanny sanggar rias
13615,/kar ketes
13616,/tid vi 31
13617,/refy gordyn
13618,/gand 10
13619,/
13620,/
13621,no.99 ciputat/jln cipunegara raya
13622,/
13623,/nur tashi
13624,/adi suci
13625,/
13626,/
13627,/pt .
13628,/nissa ardi
13629,/raya pupu dangin
13630,/gatot subr
13631,mlati lor/
13632,/kios maryani
13633,/ase i
13634,/beng dyn pak slamet
13635,/gg babakan cihapit
13636,/
13637,pasir randu/
13638,taman sari/glo plaza
13639,/kli iii
13640,/alesso art
13641,toko kitab dan min wangi sinar/
13642,/
13643,tb sim gedong/
13644,/meruya selatan haji
13645,/berkoh gg
13646,/lor mis 3
13647,/menan v
13648,/jl . dr wahi
13649,/jl.lingkar pasar
13650,/
13651,/limus nunggal ked
13652,/gg . dd
13653,/jl . cisasawi kab . bandung barat
13654,/php programmer
13655,/tek sipil 8
13656,/
13657,/pramb iii
13658,/bek ten margahayu
13659,pangkas rambut/
13660,/had utama grogol
13661,/goningco consultant
13662,/ra miftahul
13663,sakana ciangsana/kali raya
13664,/lemb . pengka
13665,/adr stok sembako
13666,ta al hikmah/
13667,/wij 375
13668,/wisma ratu
13669,kuranji hulu/
13670,/kali baru
13671,/raya kadun
13672,/dapur kanj
13673,perwak mandiri/bts . sel . 1
13674,/x xhe
13675,/mogot est
13676,sekip kel ./kuan viii
13677,/asrama mahasiswa its jl . teknik elektro
13678,ten zai/
13679,melayu vete/
13680,/
13681,/
13682,fort optik/
13683,/kar anyar
13684,/
13685,/stasiun lempuyangan pos kesehatan
13686,/ment raya 296 binjai
13687,/podosugih gg
13688,thereskhin agen/
13689,/rawa buntu
13690,/para saat kel .
13691,jalan laksamana/hotel zia
13692,/hosana motor los asri
13693,toko tiga/putra kh .
13694,smp negeri/
13695,/queen snack
13696,/kel . lebak
13697,pene melayu/
13698,/
13699,halte sekol/
13700,/
13701,/pandean baru motor
13702,/
13703,/war 88
13704,/jab no 4
13705,/warung
13706,pangkajene jl.a makkasau/
13707,/jl kh hasyim ashari
13708,/jatikramat haji gemin
13709,/kar pengkol nglipar
13710,/
13711,toko sgt/
13712,/ud . citra
13713,/
13714,/jelambar baru
13715,ploso kar/
13716,/kri asri i
13717,selapajang jaya/
13718,/
13719,/baja nusan
13720,/btn puri sekarwangi
13721,/kel .
13722,tk islam/
13723,/raya bogor no
13724,/pt bgm la terrace jl . raya lenteng agung
13725,/arno salon
13726,/petukangan selatan
13727,/kijan ridi
13728,/
13729,/kapuk raya kapuk cengkareng
13730,/klayan olah
13731,/
13732,/man 14 8
13733,/hos cokroam
13734,/kel .
13735,/
13736,taba nan xx/
13737,/
13738,/man dua raya 214 nedi
13739,palem kun/
13740,/pak iyus
13741,/jati indah
13742,/kel . bekasi
13743,/rs simpangan depok no.1 jatijajar depok
13744,/mush mujahidin
13745,/bumi daya raya
13746,/
13747,/
13748,sd negeri sawah 01/
13749,/mush nurul huda
13750,/workshop syyp creativity
13751,/air hitam wira
13752,/gg . nua
13753,/
13754,/
13755,/kapuk mtsn kontr baru
13756,pr sejahtera/
13757,/nahla style bags
13758,pangkas ram/
13759,/kay 26
13760,/
13761,/
13762,/club ath
13763,/
13764,/graha sampurna
13765,/
13766,/gondoriyo bukit
13767,/
13768,/kios supi
13769,taman radio/kebayoran baru
13770,/jl menteng raya no 21
13771,toko panc/
13772,teluk nib barat viii/
13773,/
13774,/
13775,/grogol selatan rawa
13776,toko deliz/
13777,/
13778,/tanj raya
13779,/ragel gond
13780,/kel . ma
13781,kartoharjo lara/
13782,/kulon raya
13783,/
13784,/aks ui tugu cimanggis
13785,/jati mak
13786,/kel .
13787,taman surya/
13788,/
13789,suka maju/
13790,serv center/ibu eka
13791,"/edo fashion ,"
13792,/sul sya kasim 104
13793,smk neg 1/businessman center
13794,/pos bogor
13795,/raya borob
13796,/tanjung ojo lali mas rayyan
13797,/
13798,/
13799,/gunung putri gunung putri
13800,reno rental/
13801,/
13802,sugar acceso/kem raya
13803,/jl raya serang - pan 05
13804,/dr cipto
13805,teuku cik dit 125/
13806,/rs fatma
13807,pant sema/
13808,/. kawat-
13809,/ketintang ketin
13810,/
13811,/menteng dalam kelin
13812,/kampung baru
13813,/
13814,timur iv/
13815,emen gar/
13816,/kerobokan kelod gg . tel waja
13817,/bebek jaka
13818,/let sut no
13819,/
13820,/
13821,panglayungan sukam/
13822,/gunung kelua a.
13823,/cv . man
13824,/
13825,tk nururr/
13826,/musholla smp
13827,/
13828,/kel .
13829,/pulau bacan
13830,/pt brilliant jaya wood kpp 100 jl . mayjend
13831,/jampang gg
13832,nanga pemu/kel . nanga
13833,/kapuk swad raya
13834,/
13835,/dok soet kauman nganjuk
13836,toko aneka roda/glo blus
13837,/blimbing jl . je ya 1
13838,/sidomulyo barat gg . rawabe
13839,soekarno hatta/
13840,/
13841,/kel . cluster
13842,/jam 29a
13843,/jl . letj soet nglorog
13844,/waringin kur
13845,sd neg 074 tohia/
13846,/
13847,/konter kfc cell
13848,timur kel ./
13849,yobana fc/
13850,/
13851,/
13852,/gilingan bakso
13853,serpong kel/puan raya
13854,/
13855,/delicious bfc
13856,/pt . sinergi adimitra jl . selayar
13857,/leksa gane
13858,taman kuliner/jln raya
13859,/
13860,/
13861,/
13862,/atm bni usg 2
13863,/
13864,/
13865,/lin suma
13866,/jl . tebet barat
13867,villa kelapa/
13868,/graha mandiri
13869,/pang denai kel .
13870,/berkah sari mandiri
13871,puri gen asri/
13872,sd negeri/
13873,/csr motor koto
13874,perum green/
13875,/
13876,/
13877,/gang ger
13878,toko jola/
13879,/al iman nasio
13880,/
13881,/gogagoman lor
13882,/kuningan timur patra iii
13883,/
13884,/jl . raya kalibata no.60
13885,tirta ii/
13886,/
13887,/rd . suka 146 rangkapan
13888,/mawar mustikasari
13889,/
13890,/
13891,/mangunjaya ser 2
13892,/arg argalingga
13893,/kali baru timur iii
13894,toko maju jaya/
13895,/gg . 1
13896,/kubang jaya
13897,/
13898,/
13899,/aur birugo
13900,/
13901,/kamal raya
13902,sri indrapura/prop.pekan baru
13903,/
13904,/gedong pakuon
13905,/kru 1254
13906,ziqri cell/raya rajeg
13907,/
13908,/grogol selatan jl . pahl iii
13909,praktek dok aswad/
13910,watubangga duku/
13911,sma neg 1 labu/
13912,/haji misk
13913,/
13914,/
13915,assyfa aquatic/
13916,/jl . baba cipa gg . situgu barat
13917,/
13918,/nn no
13919,furni net/
13920,sepanjang jaya/
13921,/leuwigajah kel . sadarm
13922,/jl . r
13923,/
13924,/pt . pruviva kav . 51
13925,karet pasar/
13926,/manjahlega satu timur
13927,/boule artha
13928,tapaan vete/
13929,toge kak uci/
13930,/ki mang
13931,/selam iii no
13932,taman chrysant/
13933,/sed lowokwaru
13934,/
13935,/
13936,/
13937,/kel .
13938,/sab prop amp jawi pontianak
13939,/
13940,/jend sudi pantai
13941,/
13942,/jl joglo raya no1 rt07 gado gado
13943,/
13944,/pt . bhumi jl . bsd boulevard
13945,/wr sate kambing
13946,sd n banyua 3/
13947,/kh . asy '
13948,/hat gang nya
13949,/dekat kantor desa
13950,toko soleh/
13951,toko meliau/
13952,/
13953,/pt agromedia pustaka
13954,/gedung dinas
13955,/
13956,sarimulti utama/jl . kruing
13957,/jl . raya pucuk bron
13958,/
13959,/nasi tim ayam
13960,/gad golf
13961,"/pt . brantas "" kantor"
13962,/
13963,/cip raya cipete
13964,/lemb swadaya masyar
13965,musholla bai saadah/
13966,/
13967,/tam mas xii panggung lor
13968,/persada baru
13969,tanjung pasir/bakso mama
13970,kertajaya kerta/
13971,telpon saya/jln.pangeran ratu terminal
13972,/jl.diponegoro no.11 genteng bwi sun east mall
13973,/
13974,/mada raya
13975,"peri kem ,/"
13976,/getuk gor
13977,/
13978,/
13979,/jend sudi
13980,totok kerot/
13981,/super
13982,/
13983,/mar 36
13984,/smk bistek
13985,/nasi xi
13986,/gun jay raya
13987,siliw kalapagunung kramat/
13988,sumur batu/
13989,/
13990,pt prima/mayor abd no 209
13991,/
13992,pipit decoration/
13993,/pungpungan raya
13994,/peru raya
13995,/
13996,"/fam motor ,"
13997,/tempat
13998,/kel kun ix
13999,/banyuraden gad
14000,/
14001,/gun halu
14002,/kel . duren
14003,"/kmc motor ,"
14004,/
14005,/jl . jela madya gg . iii jelambar grogol
14006,/jl . but pusat gro pelat lt.1
14007,/dan 42a balang
14008,/
14009,/gun ser
14010,/agung supr iib 324
14011,/mawar v
14012,/jl . raden gunawan 2 pemuka .
14013,/pegadungan keke iii
14014,/ateuk pahlawan gela
14015,/
14016,haur pancuh/
14017,/jatimakmur raya al rt
14018,turen kawed/
14019,/glodok kem gg . 2
14020,/
14021,/jl jend ahmad yani pekayon
14022,/jl.pulau bangka air itam )
14023,/uta band kaimana
14024,melayu gg ./ken raya
14025,manggarai mangg/
14026,sukorejo veteran/
14027,/kut gg . kali
14028,toko lima tani ramah/
14029,/
14030,/deti kost
14031,/
14032,/gang duren
14033,/ario kemuning ulu 409
14034,/ist pind
14035,/permata gad raya kel . koja
14036,/ker fancy
14037,/
14038,tembok dukuh/
14039,/
14040,/warung desa
14041,/dip 78 gondang
14042,toko bang/
14043,/kom iii
14044,/sya
14045,/
14046,/
14047,pak made/
14048,pangkalan jati/
14049,timur karya raya kamp/kampung melayu
14050,samp kantohe/
14051,/
14052,/war cimon
14053,/gg . ketapang rt.005 05
14054,taman bid grogol/kel .
14055,/
14056,/jl . gela jaten
14057,taman ras/
14058,/jln trans kalimantan
14059,/medo gang buntu
14060,/jl . dr . wahi sudi
14061,teras bri/
14062,/gar intan
14063,/
14064,/
14065,/raya kar pan
14066,toko barokah/rung kidul ii
14067,/gedung pgc 2
14068,/
14069,/duy 70 dermo
14070,/asia gym
14071,/. sut
14072,/
14073,sumerta kaja/
14074,/war ibu neni jl . lay 2 gg .
14075,/siti raya ment
14076,/
14077,ketelan batam/
14078,/karang suci jl . jend . soedi
14079,/
14080,/dok wahi 3
14081,/begbags leather
14082,/
14083,tb maitri/
14084,/ase 55
14085,/dar 03 rt
